Customer ID,Date of Last Purchase,Number of Transactions in Last 30 Days,Total Spend in Last 30 Days,Frequent Product Categories,Response to Marketing Campaigns
726dadbe-6d54-4a66-9258-5af1fd59ea2f,2025-02-01,17,1067.91,"Books, Clothing, Health & Beauty",Opened
0ddf4b48-deb4-4a1b-91cc-7dd474f35e78,2025-02-02,13,1423.26,"Groceries, Furniture",Converted
a87f7f48-a7c8-4009-8b75-b988f5dc89ec,2025-02-02,4,1613.97,Sports,Converted
f35194aa-449e-4512-a824-dbb15329319a,2025-02-02,8,92.51,"Health & Beauty, Clothing",Converted
0a876d17-7280-4417-8b78-289c5520a652,2025-02-03,19,966.42,Health & Beauty,Ignored
0ef1ca07-b74c-49c7-8e24-262f964f0662,2025-02-01,3,611.08,"Furniture, Electronics, Sports",Ignored
f249e2ae-891e-409d-ab82-6545c549ea52,2025-02-02,7,109.84,"Groceries, Books",Ignored
bfb8e6ed-3f64-4d2e-a9b2-00702afe64c7,2025-02-03,1,1235.58,"Clothing, Groceries, Electronics",Clicked
a71d3d3a-6be3-4b59-9aa1-1ddb4a705cb6,2025-02-01,19,857.67,Books,Opened
380c20cc-333f-460f-a8d3-eb17591aa220,2025-02-02,14,131.37,Books,Ignored
6e061c9c-36f4-4bd2-8247-88aaf168599f,2025-02-03,2,1680.31,"Books, Furniture, Clothing",Converted
ab9a34aa-f1a1-4b38-bfc2-8f3bb37ca1f4,2025-02-03,12,865.55,Groceries,Clicked
4d0aab16-e887-4ae7-8c77-021c76a0f638,2025-02-02,1,398.06,"Toys, Furniture",Converted
12efcec9-bb16-438b-9471-1f96abe0b299,2025-02-03,1,1339.77,"Furniture, Books",Opened
9e846d07-0de6-4c85-92bc-2ccba3f5e495,2025-02-01,4,1960.77,"Electronics, Groceries, Health & Beauty",Ignored
3da48acd-e45d-419f-9bd7-bd612dd7136d,2025-02-03,13,988.89,Electronics,Ignored
cd428acb-1b45-44a6-80af-b3f590442973,2025-02-01,16,1750.38,"Clothing, Health & Beauty, Groceries",Clicked
123c47bb-7c6b-491c-86a0-91a92a6f61c3,2025-02-01,12,1943.29,"Toys, Clothing, Health & Beauty",Clicked
acd8879b-34e3-42e7-920d-f6bb3bc3ad59,2025-02-03,2,139.62,Furniture,Clicked
ccb6b5bb-0c06-450e-992f-fa18a4f1cafc,2025-02-03,16,1561.91,"Health & Beauty, Books, Furniture",Opened
f49767cd-0dc9-4839-9561-acc5ae6c2a06,2025-02-03,18,786.79,"Electronics, Toys",Clicked
5b00f4f8-5b31-4548-a38a-22b482e2369a,2025-02-02,7,1429.98,"Electronics, Health & Beauty",Converted
3976c2c7-ec48-4a94-8346-a4c26474e5d9,2025-02-02,17,522.31,"Clothing, Toys",Opened
0a96e07b-648f-4c9b-b30d-eb3307e720b6,2025-02-03,8,1040.13,"Health & Beauty, Toys, Furniture",Ignored
70c247d7-750c-4035-a1c6-313f46e6dd45,2025-02-02,11,381.14,"Clothing, Electronics",Ignored
fc98600a-160f-4465-a02c-026393068326,2025-02-01,17,163.58,"Toys, Sports",Converted
1a6d5aa2-de3e-4884-91b7-10293ae775c0,2025-02-02,20,921.72,"Health & Beauty, Groceries, Sports",Ignored
e315cf83-f532-4f19-9e4f-0450405c3c8c,2025-02-02,16,1846.04,Books,Ignored
c15c357f-d07d-4f57-b411-b8208ee69917,2025-02-01,19,331.34,Groceries,Ignored
05d5d375-fa75-4803-9882-8ae1f5ff07f8,2025-02-03,8,1825.16,Electronics,Converted
25f4f469-093e-4d3e-be5b-981e263fd4ec,2025-02-03,18,958.18,"Toys, Clothing",Converted
a0dd52db-f9e2-468e-8356-02f3a57acc55,2025-02-03,5,647.01,Toys,Ignored
87b59cb1-3066-474e-831b-d5c1b3d29e00,2025-02-03,16,460.39,Books,Ignored
5fc54a30-3e1a-40c2-8b58-1602e1135262,2025-02-03,18,1340.91,"Sports, Groceries",Clicked
578b9a00-899e-4559-825d-515cb5f40efe,2025-02-02,17,1841.22,"Electronics, Sports, Toys",Ignored
b1079f25-4011-49f5-981f-266743ab9648,2025-02-02,7,284.42,Sports,Opened
57671d2c-e115-4e19-a1f4-1c653be1d38b,2025-02-02,15,1582.31,"Books, Electronics, Sports",Clicked
fd9d2f71-0a1f-4b4c-91c0-558bf321333c,2025-02-01,5,349.82,Books,Ignored
092b6c96-e425-4bab-9510-24c792948339,2025-02-03,8,1731.57,Electronics,Ignored
3e8b0c5d-ada4-4c6a-99e3-3edeebb1fb1f,2025-02-03,11,523.34,"Toys, Electronics, Health & Beauty",Converted
34852cd4-28a0-46f9-a5bf-7b69f7b66b95,2025-02-01,19,1477.68,Books,Opened
bb885742-90df-4922-ac42-24b97b3f7b4a,2025-02-01,14,989.17,"Sports, Books, Groceries",Converted
fa20522d-aed6-4cac-9bc8-8d36e8858f9f,2025-02-02,8,1547.3,"Sports, Electronics, Furniture",Converted
a5071818-cc55-4dbb-b589-72343d12f3e8,2025-02-03,10,1756.59,"Toys, Electronics, Groceries",Opened
e290c16e-0917-4c0a-9136-495cbedca1a4,2025-02-03,15,1826.86,Books,Clicked
13425599-6821-42c4-aa98-de75be372ca7,2025-02-03,7,534.86,"Books, Toys",Ignored
5a41fa48-f725-4597-9f9a-5c6c8d2f6b04,2025-02-03,10,296.76,"Furniture, Groceries, Books",Clicked
8a60fb67-0664-4e51-9bc6-612f8c2bf39f,2025-02-02,9,743.28,"Toys, Clothing",Ignored
52a30c4b-eed0-4c5a-b68e-cddc5149fde6,2025-02-03,5,750.54,"Furniture, Clothing, Health & Beauty",Opened
57b5fe83-a0a4-43b9-aa9a-f6a35ffe73ee,2025-02-02,9,1112.63,"Electronics, Books",Converted
e706c4e0-6e81-4812-994c-dfb5368ada77,2025-02-01,3,1788.09,"Clothing, Sports",Opened
7671bfce-9139-48da-bbc2-5851187455a6,2025-02-01,9,1239.47,Toys,Converted
71bc00c6-6017-4b3f-a46e-abeddb54d5b3,2025-02-01,9,1585.12,"Groceries, Clothing, Sports",Converted
ced3a0fe-f945-4621-8a7f-fc8fd84984a6,2025-02-01,7,1584.22,Sports,Opened
8b327812-4c8d-41d4-926f-620052d6faee,2025-02-03,1,1609.71,Toys,Converted
846aa2ce-fb1e-4738-b1e3-eabf7c58bc03,2025-02-02,18,1048.79,"Toys, Groceries",Ignored
c41c90f2-21a0-4293-a8c5-3d1487d3af14,2025-02-01,2,1385.44,"Sports, Clothing",Converted
5195c3c2-98bc-4ceb-9935-f31c6288794e,2025-02-02,12,1049.67,Furniture,Converted
2847896c-55f0-4eb2-ba04-7be2d3f8dd8b,2025-02-02,8,304.3,"Furniture, Electronics",Clicked
74f3aca3-3a3a-4aea-96cd-ab47b6923d7b,2025-02-01,7,1441.58,"Books, Electronics, Furniture",Clicked
5715aca0-e065-484b-99ed-53a894f46620,2025-02-03,6,126.07,"Health & Beauty, Books, Electronics",Clicked
164658c7-e651-4e5f-8d38-6e697ccebff4,2025-02-03,19,1880.19,"Clothing, Groceries",Ignored
dca260ba-4a4a-44c8-b1fe-c873df5487f8,2025-02-02,2,944.85,"Toys, Clothing",Clicked
448e4b4c-2c4b-4ae5-8cca-8333620e8357,2025-02-03,20,1553.8,"Sports, Books",Ignored
bb9f531a-7f5e-4d5e-98ea-a8cf3759f440,2025-02-03,13,1837.55,"Books, Sports, Electronics",Clicked
d756901f-7cb6-4b70-813f-c551961dd6bf,2025-02-03,9,1788.06,"Furniture, Electronics",Opened
cb69bf86-34eb-49ae-b6d0-c40f7ab80a49,2025-02-01,12,1665.43,"Sports, Books, Health & Beauty",Converted
d63212b7-acdb-4c50-80f3-c0cb7be9ac48,2025-02-02,4,1313.48,"Health & Beauty, Toys",Clicked
dfcfd912-5559-4080-9484-2a018755be7b,2025-02-01,13,679.97,Furniture,Converted
8027e856-49c4-4cb4-bb10-e107b122d32c,2025-02-01,11,1569.77,"Clothing, Groceries, Sports",Ignored
2d3b7909-ee51-4101-942b-9563ebee5cc3,2025-02-03,7,784.35,Health & Beauty,Ignored
85ad0a02-b910-4171-b417-9c3cf1fe3d06,2025-02-02,15,751.91,"Furniture, Books, Health & Beauty",Clicked
665a31e8-aa82-4a92-bc06-bec8f4fc2fd6,2025-02-02,7,1048.62,Electronics,Converted
f8d10dad-bdb6-436b-9a29-cd804bfe80d1,2025-02-03,15,1947.33,"Groceries, Books, Electronics",Converted
a1275823-528e-4b00-8037-c3f9a410491f,2025-02-03,19,577.65,"Sports, Books, Furniture",Converted
dca00056-e776-43e6-a940-430684a2db86,2025-02-01,10,538.0,"Books, Clothing",Opened
c08f58a3-52ec-4c8c-bc97-3b9be6722c7a,2025-02-02,2,358.34,"Furniture, Books, Sports",Converted
2037642c-e675-4fd5-a207-91129ff617a0,2025-02-02,5,925.18,"Health & Beauty, Clothing, Groceries",Opened
473fc547-cf9f-40d6-8df9-0ae20e0dbe21,2025-02-01,5,1696.1,"Sports, Furniture",Clicked
4fc035d8-ab34-4e56-bcfc-7172dcc51a78,2025-02-01,9,1904.03,Clothing,Opened
37e051f2-3d74-4a71-8ddf-68399f63db4e,2025-02-01,9,986.49,"Electronics, Sports",Clicked
68b85569-039c-478d-a9c4-62d4216a9640,2025-02-03,3,223.3,"Clothing, Toys",Converted
af4af082-d79c-424a-9f68-5945e5d0dd12,2025-02-03,18,1562.4,"Books, Sports",Clicked
cf9cdad5-021c-46a4-8dba-ad094835be03,2025-02-01,12,1965.0,"Toys, Health & Beauty, Sports",Clicked
c9eecb35-ed90-4b4f-a6c5-c6bf8ca30f81,2025-02-01,15,1322.41,"Toys, Health & Beauty",Opened
d3ec9ede-62a9-4e6c-b7ce-5792f29db4e4,2025-02-01,1,1105.28,"Books, Health & Beauty, Toys",Clicked
64fa8597-8b40-4647-8719-91db63a163ca,2025-02-02,20,689.99,Furniture,Clicked
34529b24-af7f-4752-9ac3-a6306cd5169f,2025-02-03,4,1569.71,"Toys, Sports, Electronics",Clicked
cc73909d-2ba7-4ffe-83d2-589436cb7ef6,2025-02-02,3,1951.18,Books,Opened
2f40c136-acd6-4acd-920a-824d736c3c2e,2025-02-02,5,1605.17,"Furniture, Groceries, Electronics",Converted
cd83bc81-f9b1-492d-9221-ed64a26cc025,2025-02-02,4,634.91,"Toys, Health & Beauty",Ignored
acc66b55-190f-473d-9869-490f67075803,2025-02-03,6,1768.11,"Groceries, Toys, Electronics",Ignored
42303013-f9ac-41a4-af00-4b5f910d7c0d,2025-02-02,7,1383.56,"Toys, Furniture, Health & Beauty",Opened
e3ec137e-779d-4b78-83b3-45f50eafaa12,2025-02-03,2,219.37,Toys,Ignored
0012a821-f025-46e7-8ca0-5992a927c620,2025-02-03,6,586.81,"Sports, Groceries",Ignored
c401aacf-842f-4a8f-8d60-3983dc762cbd,2025-02-03,18,206.47,Furniture,Ignored
9c1e88e0-0514-4f88-9dba-c818ab38a22e,2025-02-03,14,927.86,"Groceries, Clothing, Health & Beauty",Ignored
3a9bffb0-f8fd-49c9-b27e-c0a241b3040b,2025-02-01,15,670.45,"Sports, Electronics, Toys",Opened
2fc3201e-c79c-4da7-a421-2b794d1383d5,2025-02-03,1,1694.85,"Sports, Furniture",Converted
4dd6d601-a6fa-472e-8318-b823ee164463,2025-02-03,10,692.74,"Furniture, Toys, Electronics",Ignored
e9f35b39-08fe-491c-8233-4a0424d57dab,2025-02-03,8,678.49,Books,Opened
92ac1de0-4aca-49d0-b742-8b16b6179e66,2025-02-02,9,1740.88,"Books, Sports, Clothing",Clicked
bfa027d0-2797-4f31-82f7-5b71c706c293,2025-02-01,20,999.27,Sports,Converted
328dce70-724e-4041-8a56-e6769f972602,2025-02-03,9,274.21,Health & Beauty,Ignored
19d8713f-c96e-4ed5-af2d-8306a4201b09,2025-02-02,5,300.32,"Furniture, Books, Toys",Clicked
0a5f1148-698d-41ce-bdfe-bb42946e98ff,2025-02-03,6,1436.77,"Groceries, Books, Electronics",Opened
0a2f676a-2035-4987-a8fb-27d5df967566,2025-02-02,3,1536.78,"Toys, Groceries",Ignored
10edf446-ede0-4a98-8491-7df219911032,2025-02-01,13,1458.86,"Books, Sports",Ignored
d13667fc-009f-483b-bcc1-69770edda67f,2025-02-01,10,1493.09,"Furniture, Electronics",Converted
304b6427-3683-4ed4-9134-993b18e3311b,2025-02-03,4,341.75,Books,Opened
57e65f53-9b49-4cb2-8246-3807daeb24a8,2025-02-01,1,810.84,Books,Clicked
74225c68-1067-43c1-87ee-cc0fd0e02275,2025-02-02,17,1235.55,Toys,Opened
3c3dd53b-2a84-4df5-ab50-a8ae04391b83,2025-02-01,11,253.26,"Books, Clothing",Converted
a973c0e6-2d5a-4fc6-a85b-a54d79c9e775,2025-02-01,19,1818.47,"Clothing, Electronics",Clicked
d6821878-2f86-40e6-81df-6ab79edd2e9d,2025-02-01,6,327.61,"Sports, Books",Ignored
e9d8894d-c7e6-46b7-baa1-274864b13d53,2025-02-02,6,1317.01,"Toys, Clothing",Converted
35eb7167-988a-4ec9-92ba-2b35725ad5ca,2025-02-01,15,1338.17,"Sports, Furniture",Ignored
c3689183-0c49-4c83-b5d3-bb81a42137c9,2025-02-01,3,1175.43,Sports,Clicked
0431faa0-3ac9-4e6b-a28f-1a38321d8fb2,2025-02-01,10,1083.86,"Groceries, Electronics, Sports",Clicked
3ac71bc1-bfec-4e27-9a2f-48ec722719af,2025-02-01,5,982.98,"Health & Beauty, Electronics",Converted
43e8582a-252d-4a16-9353-7f82f97d01e6,2025-02-02,3,1002.71,Sports,Converted
0f69a659-f197-49cd-907f-c5f6d4451e7f,2025-02-02,1,1164.73,"Groceries, Books",Clicked
8d51bee0-d389-42ba-9d26-954db3ff06ed,2025-02-02,1,729.12,Sports,Clicked
ed9bea8b-dcfd-4e98-94ec-3c7307b78965,2025-02-02,20,709.47,"Groceries, Clothing",Ignored
39bd1532-d71b-4c1b-8f69-7f612fae2a78,2025-02-02,7,1339.0,"Clothing, Furniture",Clicked
5ec2bf51-84ee-4a17-9859-2f103c566a77,2025-02-03,8,1434.13,"Furniture, Toys",Clicked
78d129c4-3d99-4b63-ade2-772c5d8519c8,2025-02-01,17,55.59,Furniture,Opened
f5bd8151-5259-4fd6-9892-3449341ff979,2025-02-03,12,618.62,"Health & Beauty, Electronics",Opened
74f6bace-cc19-48d4-9de7-064af501a98b,2025-02-01,19,1053.21,Health & Beauty,Opened
e6e81124-1a0e-4538-8556-1c1177eaba92,2025-02-02,13,667.67,"Toys, Groceries",Opened
a288ec66-b497-4aaf-a379-f8540a52f129,2025-02-01,3,925.87,"Clothing, Furniture",Clicked
8b28813e-611f-49e1-bb26-7175ffeb668b,2025-02-03,20,1946.73,Health & Beauty,Converted
8591c251-2e23-4c70-b309-83889481c408,2025-02-02,13,403.41,Groceries,Opened
dcc82825-7f44-4857-ab50-379fae3c923d,2025-02-01,10,1766.6,Books,Opened
4cd77b43-e2d3-4cd9-b12d-917e890f4ef1,2025-02-01,11,726.26,"Groceries, Sports, Toys",Opened
350a68d4-0349-40fb-ab7c-219bb08b05c5,2025-02-03,12,111.28,"Toys, Electronics",Ignored
314ffb21-77a9-48e3-97ef-2c99efd2478f,2025-02-03,13,834.34,"Groceries, Clothing, Sports",Ignored
9a1a2d3c-5c0e-4cd7-a8eb-57416e81a42f,2025-02-03,2,810.8,Clothing,Converted
b56b7755-7bec-40cf-aefc-9e83abfa651a,2025-02-03,19,554.69,"Furniture, Clothing",Clicked
3fb48fcc-ab8e-431a-a773-474f5cc531c7,2025-02-02,17,1052.85,"Health & Beauty, Groceries, Books",Ignored
1edb0450-1cbc-462d-8b20-1a32f4968dac,2025-02-01,4,1009.96,Books,Opened
b24cb21f-cf06-4c99-b234-7133ed5576c2,2025-02-01,11,788.6,"Health & Beauty, Furniture",Opened
63ba98cd-9de2-425f-8c8b-6b3433cddc3f,2025-02-03,18,266.82,"Electronics, Furniture",Opened
9e17c55c-aef7-445d-a8b0-8789ca6bf63d,2025-02-03,3,1232.81,Electronics,Clicked
37a316dd-e540-410b-89ec-9490abf59f95,2025-02-03,4,626.51,"Electronics, Groceries",Converted
e4fa6ca9-a203-4c2d-bd97-3006701a3f44,2025-02-01,20,961.27,"Books, Clothing, Sports",Clicked
496b59ed-d982-4f8a-a368-ef0acaa1bd44,2025-02-03,5,958.03,"Groceries, Toys, Electronics",Opened
84837958-3cc3-4ea0-bb7d-be3520309218,2025-02-01,13,1634.76,Books,Opened
7121b569-84e4-47f6-8c09-4785d65b67c8,2025-02-03,3,1244.51,"Electronics, Health & Beauty, Toys",Clicked
a8d00846-5603-4c04-be64-f5277af6b5e0,2025-02-02,20,94.22,"Groceries, Toys",Opened
27262cb1-b98c-4372-a2ee-d309a67ffea0,2025-02-01,6,735.58,Books,Opened
c7677b22-d61c-4e02-afd5-55c8f555ec61,2025-02-03,17,1474.35,"Electronics, Groceries",Clicked
42482e9b-18ae-4a0b-b99f-9717bee2edce,2025-02-03,19,875.78,Toys,Converted
f4b2b657-4bee-48be-aba2-b46e584768b3,2025-02-01,7,1463.82,"Health & Beauty, Toys",Converted
05eb0c91-beca-457f-bf11-273f38c0e991,2025-02-02,9,1207.17,"Clothing, Toys",Opened
1c7fb8cd-d4ab-4493-8fda-172d0e155329,2025-02-02,12,1863.84,"Sports, Health & Beauty, Furniture",Ignored
3248eeba-155a-4da7-ac26-fecd736d72bb,2025-02-01,6,1825.48,Toys,Opened
e5402860-dcd1-4e28-9b40-1f343fa69286,2025-02-02,14,54.03,"Toys, Clothing, Groceries",Clicked
e3f3fd95-8e96-439a-8816-4de3d6070413,2025-02-02,4,294.73,"Books, Toys, Electronics",Clicked
320fcf03-25c9-481b-9770-14020cc8ed31,2025-02-03,15,734.9,Furniture,Clicked
e4ed4d85-1852-461a-aba0-7844385d7ec1,2025-02-01,9,1784.43,"Furniture, Books",Ignored
6616c275-e408-4afc-90a8-51ef5fc56518,2025-02-02,13,878.36,"Health & Beauty, Sports, Furniture",Converted
7513fd45-1523-42eb-a30f-803091bcdfec,2025-02-02,14,820.52,Health & Beauty,Opened
aab0e3bf-f7e9-4d5d-917a-c4402bb70cd8,2025-02-02,19,1357.18,"Furniture, Books, Sports",Opened
2f520182-3368-4ed8-a050-0df1c2ff4f8b,2025-02-01,7,1352.57,Sports,Clicked
843da533-9241-4385-aebe-06836f4576ef,2025-02-03,2,362.67,Furniture,Clicked
d83a783b-80dc-4dc4-9e7f-3ea9753eaa33,2025-02-01,3,451.87,Health & Beauty,Ignored
4ab8554a-9b6c-4ab2-8a61-b151dd835a64,2025-02-03,2,1542.29,"Groceries, Health & Beauty",Clicked
ee393aaa-646f-4b28-bf27-fc0ea8838090,2025-02-03,12,1039.18,Books,Ignored
c67b363c-0453-4085-bb56-4d546d44fbe2,2025-02-01,9,571.32,Books,Clicked
3b9b12bd-1c0a-4799-b4c3-fd82143f8258,2025-02-03,8,1276.51,"Clothing, Sports",Opened
9d107ddf-e49a-4c25-bb4f-c62f896b27e3,2025-02-03,14,1419.98,Books,Clicked
214519f4-f7aa-4aac-a00a-5b0409f21d90,2025-02-01,1,1276.93,"Groceries, Toys",Converted
8a691cce-2af6-4ec4-a5a0-f763c331e1e0,2025-02-02,19,1053.97,Furniture,Opened
6ce31a01-8d84-49b9-9f96-92e620dd1468,2025-02-02,4,1260.01,"Electronics, Sports",Ignored
39747ed0-fdd6-493b-b581-6c6e0ccb37dc,2025-02-03,2,706.52,"Electronics, Groceries",Ignored
92340ed3-1089-4792-a449-83bf067fbc07,2025-02-01,15,1741.93,"Books, Groceries, Electronics",Clicked
01a80430-906f-4cff-8109-4371e682377f,2025-02-01,5,234.22,Sports,Clicked
11bcb6fb-da90-45f7-b3ae-57b190217541,2025-02-03,14,838.8,"Furniture, Health & Beauty, Sports",Converted
00237a53-bf59-4765-99fc-bdb363c33c65,2025-02-01,9,1547.01,"Electronics, Books, Clothing",Ignored
700ccb25-c957-4636-8e44-222410aa16aa,2025-02-01,12,385.64,Groceries,Converted
4fdbb69a-948e-49aa-a162-e9d5fbe2ee1d,2025-02-02,14,105.34,"Toys, Health & Beauty",Ignored
5d120f59-6a2b-4eb2-8d94-abaf3fb0a580,2025-02-01,9,1628.08,Toys,Clicked
5571513f-2285-436b-b7ed-a7db5c75d351,2025-02-03,20,1698.39,"Health & Beauty, Groceries",Converted
feeb612c-54c1-4002-9596-5a508a5c1160,2025-02-01,1,1561.21,"Furniture, Electronics",Clicked
9736350a-8b9c-4cfc-8955-38f075acb093,2025-02-01,12,1438.38,Toys,Ignored
40b49ef4-4d32-43c5-9d23-5311d1ca5a7a,2025-02-03,20,97.19,"Health & Beauty, Toys",Ignored
656d14a4-8bff-4ddd-aeea-94a65342a89d,2025-02-03,7,1333.36,"Furniture, Clothing, Health & Beauty",Converted
bba73628-222a-40d5-b28b-3c2f72ff590a,2025-02-01,4,477.27,"Health & Beauty, Electronics",Converted
3f9a64f0-4835-41ed-919e-f048002fae0f,2025-02-02,18,1627.66,Furniture,Ignored
4aab8744-36b7-45b0-b7e4-8b1b69b1831b,2025-02-01,11,1526.87,"Groceries, Books, Electronics",Converted
3fae21ab-42a0-4982-93f2-59bfaa534452,2025-02-01,2,1329.06,"Health & Beauty, Groceries",Opened
112ebf57-35cd-4451-b053-4cdbbf6a0311,2025-02-03,12,719.49,"Electronics, Clothing",Opened
4b836257-ee03-4de8-be64-f2dc55165339,2025-02-03,10,764.15,"Books, Groceries",Clicked
ad1f095d-9194-4cb4-bb2d-5093ed3d7b7d,2025-02-02,9,941.49,"Sports, Toys",Ignored
7d0f9f1a-062d-4cc0-ac83-870326e42fde,2025-02-03,2,1199.45,"Toys, Clothing",Ignored
53c5ab30-dd8e-4785-bb94-8db4d0e37e51,2025-02-02,14,691.1,"Books, Clothing, Electronics",Opened
ada83829-29d2-4d76-9252-4372bdb20537,2025-02-03,18,1042.0,"Sports, Health & Beauty",Converted
c7ce76ae-eb5f-433b-af23-3731019e6b16,2025-02-02,5,81.94,"Books, Sports, Electronics",Clicked
